,start,end,duration,round_epochs,loss,accuracy,f1score,val_loss,val_accuracy,val_f1score,lr,first_dropout,first_neuron,first_activation,kernel_initializer,second_neuron,second_activation,second_dropout,last_activation,optimizer,losses,batch_size,epochs
3743,08/08/23-191831,08/08/23-191837,6.734009742736816,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,uniform,36,elu,0.4,tanh,Nadam,binary_crossentropy,400,20
3744,08/08/23-191838,08/08/23-191844,6.640435457229614,100,0.5810871720314026,0.7020484209060669,0.4882860481739044,0.5840917229652405,0.701298713684082,0.4169153571128845,10.0,0.2,24,elu,normal,24,relu,0.0,sigmoid,Adam,binary_crossentropy,200,20
3745,08/08/23-191845,08/08/23-191851,6.249459981918335,100,0.5659995675086975,0.7243947982788086,0.5131981372833252,0.572564423084259,0.7142857313156128,0.52173912525177,10.0,0.2,24,elu,normal,24,relu,0.0,sigmoid,Adam,binary_crossentropy,400,20
3746,08/08/23-191852,08/08/23-191859,7.142015218734741,100,0.5639876127243042,0.7299813628196716,0.5305406451225281,0.5530069470405579,0.7359307408332825,0.44073137640953064,10.0,0.2,24,elu,normal,24,relu,0.0,sigmoid,Nadam,binary_crossentropy,200,20
3747,08/08/23-191859,08/08/23-191906,6.769876956939697,100,0.5825775265693665,0.7113593816757202,0.44474631547927856,0.5514410734176636,0.7402597665786743,0.538461446762085,10.0,0.2,24,elu,normal,24,relu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
3748,08/08/23-191906,08/08/23-191913,6.761674880981445,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,relu,0.0,tanh,Adam,binary_crossentropy,200,20
3749,08/08/23-191914,08/08/23-191920,6.345999479293823,100,4.800266265869141,0.6741154789924622,0.17047220468521118,5.438945770263672,0.6363636255264282,0.06666665524244308,10.0,0.2,24,elu,normal,24,relu,0.0,tanh,Adam,binary_crossentropy,400,20
3750,08/08/23-191920,08/08/23-191928,7.1501994132995605,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,relu,0.0,tanh,Nadam,binary_crossentropy,200,20
3751,08/08/23-191928,08/08/23-191935,6.763128280639648,100,5.183758735656738,0.6536312699317932,0.04812222719192505,5.428950309753418,0.6406926512718201,0.023529410362243652,10.0,0.2,24,elu,normal,24,relu,0.0,tanh,Nadam,binary_crossentropy,400,20
3752,08/08/23-191935,08/08/23-191942,6.663840293884277,100,0.5375270247459412,0.7411545515060425,0.5496785044670105,0.5565732717514038,0.7229437232017517,0.4338460862636566,10.0,0.2,24,elu,normal,24,relu,0.2,sigmoid,Adam,binary_crossentropy,200,20
3753,08/08/23-191942,08/08/23-191949,6.225252628326416,100,0.5948641300201416,0.7020484209060669,0.47632086277008057,0.6015171408653259,0.6926407217979431,0.43199995160102844,10.0,0.2,24,elu,normal,24,relu,0.2,sigmoid,Adam,binary_crossentropy,400,20
3754,08/08/23-191949,08/08/23-191956,7.1526196002960205,100,0.5744908452033997,0.7039105892181396,0.5114912390708923,0.5601692199707031,0.7316017150878906,0.43317967653274536,10.0,0.2,24,elu,normal,24,relu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
3755,08/08/23-191957,08/08/23-192003,6.716167211532593,100,0.6548381447792053,0.6536312699317932,0.40084385871887207,0.5650395154953003,0.7402597665786743,0.5454544425010681,10.0,0.2,24,elu,normal,24,relu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
3756,08/08/23-192004,08/08/23-192011,6.780455827713013,100,3.0725297927856445,0.6685288548469543,0.43318846821784973,2.7346184253692627,0.7402597665786743,0.5553789138793945,10.0,0.2,24,elu,normal,24,relu,0.2,tanh,Adam,binary_crossentropy,200,20
3757,08/08/23-192011,08/08/23-192017,6.286694288253784,100,5.174350261688232,0.6480447053909302,0.04545453190803528,5.35843563079834,0.6406926512718201,0.023529410362243652,10.0,0.2,24,elu,normal,24,relu,0.2,tanh,Adam,binary_crossentropy,400,20
3758,08/08/23-192018,08/08/23-192025,7.075992107391357,100,5.232626438140869,0.659217894077301,0.023148147389292717,5.612671375274658,0.6320346593856812,0.0,10.0,0.2,24,elu,normal,24,relu,0.2,tanh,Nadam,binary_crossentropy,200,20
3759,08/08/23-192025,08/08/23-192032,6.701317071914673,100,5.256831645965576,0.659217894077301,0.00746268592774868,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,relu,0.2,tanh,Nadam,binary_crossentropy,400,20
3760,08/08/23-192033,08/08/23-192039,6.618300676345825,100,0.5588283538818359,0.7020484209060669,0.45170435309410095,0.5655606389045715,0.7402597665786743,0.45355188846588135,10.0,0.2,24,elu,normal,24,relu,0.4,sigmoid,Adam,binary_crossentropy,200,20
3761,08/08/23-192040,08/08/23-192046,6.230208158493042,100,0.6341513991355896,0.6778398752212524,0.41887250542640686,0.5980638265609741,0.7056276798248291,0.4516128599643707,10.0,0.2,24,elu,normal,24,relu,0.4,sigmoid,Adam,binary_crossentropy,400,20
3762,08/08/23-192046,08/08/23-192053,7.041632890701294,100,0.5643337965011597,0.7188081741333008,0.5355572700500488,0.557375967502594,0.7445887327194214,0.44037777185440063,10.0,0.2,24,elu,normal,24,relu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
3763,08/08/23-192054,08/08/23-192101,6.727151155471802,100,0.5693269371986389,0.7094972133636475,0.5085870027542114,0.5421095490455627,0.7575757503509521,0.5999999642372131,10.0,0.2,24,elu,normal,24,relu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
3764,08/08/23-192101,08/08/23-192108,6.752591133117676,100,5.0400824546813965,0.6499068737030029,0.10438404232263565,5.609072685241699,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,relu,0.4,tanh,Adam,binary_crossentropy,200,20
3765,08/08/23-192108,08/08/23-192115,6.341470003128052,100,3.9752795696258545,0.5474860072135925,0.42123889923095703,3.304699420928955,0.6017315983772278,0.4651162326335907,10.0,0.2,24,elu,normal,24,relu,0.4,tanh,Adam,binary_crossentropy,400,20
3766,08/08/23-192115,08/08/23-192122,7.1631035804748535,100,5.285271167755127,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,relu,0.4,tanh,Nadam,binary_crossentropy,200,20
3767,08/08/23-192123,08/08/23-192129,6.767379522323608,100,5.132111549377441,0.6610800623893738,0.06906391680240631,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,relu,0.4,tanh,Nadam,binary_crossentropy,400,20
3768,08/08/23-192130,08/08/23-192137,6.673766374588013,100,0.612858235836029,0.7150837779045105,0.5015203952789307,0.5486714243888855,0.7142857313156128,0.4055689573287964,10.0,0.2,24,elu,normal,24,elu,0.0,sigmoid,Adam,binary_crossentropy,200,20
3769,08/08/23-192137,08/08/23-192143,6.317705154418945,100,0.5875328183174133,0.6945996284484863,0.463620662689209,0.5890085697174072,0.701298713684082,0.5490195155143738,10.0,0.2,24,elu,normal,24,elu,0.0,sigmoid,Adam,binary_crossentropy,400,20
3770,08/08/23-192144,08/08/23-192151,7.121220111846924,100,0.5494181513786316,0.7225325703620911,0.5433564782142639,0.5582777261734009,0.7402597665786743,0.4534631371498108,10.0,0.2,24,elu,normal,24,elu,0.0,sigmoid,Nadam,binary_crossentropy,200,20
3771,08/08/23-192151,08/08/23-192158,6.723711967468262,100,0.5873955488204956,0.6759776473045349,0.41991695761680603,0.5822871327400208,0.7272727489471436,0.5190839171409607,10.0,0.2,24,elu,normal,24,elu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
3772,08/08/23-192159,08/08/23-192205,6.71826434135437,100,5.228700160980225,0.6610800623893738,0.01879425346851349,5.609072685241699,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,elu,0.0,tanh,Adam,binary_crossentropy,200,20
3773,08/08/23-192206,08/08/23-192212,6.339037179946899,100,5.247018814086914,0.6573556661605835,0.04651162400841713,5.627861022949219,0.6320346593856812,0.0,10.0,0.2,24,elu,normal,24,elu,0.0,tanh,Adam,binary_crossentropy,400,20
3774,08/08/23-192213,08/08/23-192220,7.131267547607422,100,4.941378593444824,0.6648044586181641,0.09863879531621933,5.609096527099609,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,elu,0.0,tanh,Nadam,binary_crossentropy,200,20
3775,08/08/23-192220,08/08/23-192227,6.766653537750244,100,5.268557071685791,0.6536312699317932,0.0,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,elu,0.0,tanh,Nadam,binary_crossentropy,400,20
3776,08/08/23-192227,08/08/23-192234,6.663421869277954,100,0.5574966669082642,0.7132216095924377,0.4756353795528412,0.6090210676193237,0.701298713684082,0.3952254354953766,10.0,0.2,24,elu,normal,24,elu,0.2,sigmoid,Adam,binary_crossentropy,200,20
3777,08/08/23-192235,08/08/23-192241,6.246691942214966,100,0.610211193561554,0.6983240246772766,0.47766250371932983,0.5661080479621887,0.761904776096344,0.615384578704834,10.0,0.2,24,elu,normal,24,elu,0.2,sigmoid,Adam,binary_crossentropy,400,20
3778,08/08/23-192241,08/08/23-192248,7.084678649902344,100,0.5700092315673828,0.7225325703620911,0.5415458679199219,0.5417676568031311,0.7532467246055603,0.5713541507720947,10.0,0.2,24,elu,normal,24,elu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
3779,08/08/23-192249,08/08/23-192255,6.693959474563599,100,0.6352389454841614,0.6815642714500427,0.44029298424720764,0.5738847255706787,0.7229437232017517,0.4838709235191345,10.0,0.2,24,elu,normal,24,elu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
3780,08/08/23-192256,08/08/23-192303,7.013115406036377,100,5.264912128448486,0.6573556661605835,0.009259258396923542,5.609072685241699,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,elu,0.2,tanh,Adam,binary_crossentropy,200,20
3781,08/08/23-192304,08/08/23-192312,7.997298002243042,100,5.2131733894348145,0.6573556661605835,0.014705879613757133,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,elu,0.2,tanh,Adam,binary_crossentropy,400,20
3782,08/08/23-192312,08/08/23-192319,7.129862308502197,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,elu,0.2,tanh,Nadam,binary_crossentropy,200,20
3783,08/08/23-192320,08/08/23-192326,6.814158916473389,100,4.400646209716797,0.623836100101471,0.25816988945007324,4.684492588043213,0.6666666865348816,0.17204299569129944,10.0,0.2,24,elu,normal,24,elu,0.2,tanh,Nadam,binary_crossentropy,400,20
3784,08/08/23-192327,08/08/23-192334,6.65821647644043,100,0.5621447563171387,0.7262569665908813,0.5347005724906921,0.5624583959579468,0.7316017150878906,0.44882726669311523,10.0,0.2,24,elu,normal,24,elu,0.4,sigmoid,Adam,binary_crossentropy,200,20
3785,08/08/23-192334,08/08/23-192340,6.271697998046875,100,0.5995147824287415,0.7243947982788086,0.5395298600196838,0.558382511138916,0.7056276798248291,0.4603174030780792,10.0,0.2,24,elu,normal,24,elu,0.4,sigmoid,Adam,binary_crossentropy,400,20
3786,08/08/23-192341,08/08/23-192348,7.127739667892456,100,0.5563594102859497,0.716946005821228,0.5264008641242981,0.552282989025116,0.7316017150878906,0.5571428537368774,10.0,0.2,24,elu,normal,24,elu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
3787,08/08/23-192348,08/08/23-192355,6.7304322719573975,100,0.5515108108520508,0.7299813628196716,0.5670344829559326,0.5814775228500366,0.7489177584648132,0.5857142210006714,10.0,0.2,24,elu,normal,24,elu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
3788,08/08/23-192356,08/08/23-192402,6.7705395221710205,100,4.636757850646973,0.6573556661605835,0.19999997317790985,5.609072685241699,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,elu,0.4,tanh,Adam,binary_crossentropy,200,20
3789,08/08/23-192403,08/08/23-192410,6.963965177536011,100,5.2852702140808105,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,elu,0.4,tanh,Adam,binary_crossentropy,400,20
3790,08/08/23-192410,08/08/23-192418,7.256971597671509,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,elu,0.4,tanh,Nadam,binary_crossentropy,200,20
3791,08/08/23-192418,08/08/23-192425,6.770950794219971,100,5.259951114654541,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,24,elu,0.4,tanh,Nadam,binary_crossentropy,400,20
3792,08/08/23-192425,08/08/23-192432,6.694575548171997,100,0.613857626914978,0.685288667678833,0.4625719487667084,0.5685563683509827,0.7316017150878906,0.48799997568130493,10.0,0.2,24,elu,normal,36,relu,0.0,sigmoid,Adam,binary_crossentropy,200,20
3793,08/08/23-192432,08/08/23-192439,6.283309698104858,100,0.6064590215682983,0.6685288548469543,0.47230494022369385,0.5552591681480408,0.7272727489471436,0.5655171871185303,10.0,0.2,24,elu,normal,36,relu,0.0,sigmoid,Adam,binary_crossentropy,400,20
3794,08/08/23-192439,08/08/23-192446,7.046489715576172,100,0.5473740696907043,0.7355679869651794,0.5367584824562073,0.5789162516593933,0.7229437232017517,0.4406678080558777,10.0,0.2,24,elu,normal,36,relu,0.0,sigmoid,Nadam,binary_crossentropy,200,20
3795,08/08/23-192447,08/08/23-192453,6.7511045932769775,100,0.5967621803283691,0.7057728171348572,0.5347899794578552,0.5892857313156128,0.7142857313156128,0.5147057771682739,10.0,0.2,24,elu,normal,36,relu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
3796,08/08/23-192454,08/08/23-192501,6.6813883781433105,100,5.041290283203125,0.6350092887878418,0.06878305226564407,5.378509998321533,0.6406926512718201,0.02597402222454548,10.0,0.2,24,elu,normal,36,relu,0.0,tanh,Adam,binary_crossentropy,200,20
3797,08/08/23-192501,08/08/23-192507,6.287926197052002,100,5.261308193206787,0.6573556661605835,0.007518795784562826,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,relu,0.0,tanh,Adam,binary_crossentropy,400,20
3798,08/08/23-192508,08/08/23-192515,7.122403860092163,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,relu,0.0,tanh,Nadam,binary_crossentropy,200,20
3799,08/08/23-192515,08/08/23-192522,6.696679592132568,100,4.9389753341674805,0.6666666865348816,0.12866002321243286,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,relu,0.0,tanh,Nadam,binary_crossentropy,400,20
3800,08/08/23-192523,08/08/23-192529,6.615585803985596,100,0.567907452583313,0.7262569665908813,0.5279228687286377,0.5548227429389954,0.7316017150878906,0.4365078806877136,10.0,0.2,24,elu,normal,36,relu,0.2,sigmoid,Adam,binary_crossentropy,200,20
3801,08/08/23-192530,08/08/23-192536,6.237659454345703,100,0.5777313709259033,0.6945996284484863,0.5524762868881226,0.5734322667121887,0.7489177584648132,0.6233766078948975,10.0,0.2,24,elu,normal,36,relu,0.2,sigmoid,Adam,binary_crossentropy,400,20
3802,08/08/23-192536,08/08/23-192543,7.1336023807525635,100,0.5458526611328125,0.7225325703620911,0.48895084857940674,0.5448047518730164,0.7445887327194214,0.5004770755767822,10.0,0.2,24,elu,normal,36,relu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
3803,08/08/23-192544,08/08/23-192551,6.820608854293823,100,0.5657184720039368,0.7337057590484619,0.5427291393280029,0.5653294324874878,0.7186146974563599,0.5695363879203796,10.0,0.2,24,elu,normal,36,relu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
3804,08/08/23-192551,08/08/23-192558,6.7342753410339355,100,3.9564902782440186,0.5512104034423828,0.40448835492134094,3.265702486038208,0.5800865888595581,0.4688311219215393,10.0,0.2,24,elu,normal,36,relu,0.2,tanh,Adam,binary_crossentropy,200,20
3805,08/08/23-192558,08/08/23-192605,6.341740608215332,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,relu,0.2,tanh,Adam,binary_crossentropy,400,20
3806,08/08/23-192605,08/08/23-192612,7.225083112716675,100,3.765012264251709,0.6275604963302612,0.3716491758823395,3.5868515968322754,0.6580086350440979,0.37341195344924927,10.0,0.2,24,elu,normal,36,relu,0.2,tanh,Nadam,binary_crossentropy,200,20
3807,08/08/23-192613,08/08/23-192620,6.784205675125122,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,relu,0.2,tanh,Nadam,binary_crossentropy,400,20
3808,08/08/23-192620,08/08/23-192627,6.651872634887695,100,0.5929339528083801,0.6890130639076233,0.4580622911453247,0.5811669826507568,0.7142857313156128,0.3386966586112976,10.0,0.2,24,elu,normal,36,relu,0.4,sigmoid,Adam,binary_crossentropy,200,20
3809,08/08/23-192627,08/08/23-192634,6.262074708938599,100,0.5516790747642517,0.7504655718803406,0.5691728591918945,0.5524924993515015,0.7489177584648132,0.5857142210006714,10.0,0.2,24,elu,normal,36,relu,0.4,sigmoid,Adam,binary_crossentropy,400,20
3810,08/08/23-192634,08/08/23-192641,7.107603311538696,100,0.5768447518348694,0.7076349854469299,0.48308897018432617,0.5437683463096619,0.7489177584648132,0.518973171710968,10.0,0.2,24,elu,normal,36,relu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
3811,08/08/23-192642,08/08/23-192648,6.782758951187134,100,0.594060480594635,0.7039105892181396,0.5269206762313843,0.5855334401130676,0.7142857313156128,0.5074626207351685,10.0,0.2,24,elu,normal,36,relu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
3812,08/08/23-192649,08/08/23-192656,6.689110994338989,100,4.106154441833496,0.6424580812454224,0.32195568084716797,3.71750807762146,0.6666666865348816,0.32135072350502014,10.0,0.2,24,elu,normal,36,relu,0.4,tanh,Adam,binary_crossentropy,200,20
3813,08/08/23-192656,08/08/23-192702,6.303019762039185,100,5.09733772277832,0.6573556661605835,0.08605261147022247,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,relu,0.4,tanh,Adam,binary_crossentropy,400,20
3814,08/08/23-192703,08/08/23-192710,7.098892450332642,100,4.431421279907227,0.6256983280181885,0.2208814024925232,4.946268558502197,0.649350643157959,0.1409090757369995,10.0,0.2,24,elu,normal,36,relu,0.4,tanh,Nadam,binary_crossentropy,200,20
3815,08/08/23-192710,08/08/23-192717,6.718848943710327,100,5.21876335144043,0.6573556661605835,0.04317696392536163,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,relu,0.4,tanh,Nadam,binary_crossentropy,400,20
3816,08/08/23-192718,08/08/23-192724,6.619041681289673,100,0.5531884431838989,0.7299813628196716,0.564293622970581,0.5660997629165649,0.7359307408332825,0.4538460969924927,10.0,0.2,24,elu,normal,36,elu,0.0,sigmoid,Adam,binary_crossentropy,200,20
3817,08/08/23-192725,08/08/23-192731,6.238494634628296,100,0.6007879376411438,0.6964617967605591,0.4920039474964142,0.5818677544593811,0.709956705570221,0.48854953050613403,10.0,0.2,24,elu,normal,36,elu,0.0,sigmoid,Adam,binary_crossentropy,400,20
3818,08/08/23-192731,08/08/23-192738,7.084893465042114,100,0.5889531970024109,0.7039105892181396,0.480489581823349,0.5653499960899353,0.7142857313156128,0.3496503233909607,10.0,0.2,24,elu,normal,36,elu,0.0,sigmoid,Nadam,binary_crossentropy,200,20
3819,08/08/23-192739,08/08/23-192746,6.693444728851318,100,0.6177797317504883,0.6666666865348816,0.43715035915374756,0.5993274450302124,0.6839826703071594,0.46715325117111206,10.0,0.2,24,elu,normal,36,elu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
3820,08/08/23-192746,08/08/23-192753,6.771731853485107,100,4.539389610290527,0.6499068737030029,0.2510530650615692,5.058375835418701,0.6536796689033508,0.05128204822540283,10.0,0.2,24,elu,normal,36,elu,0.0,tanh,Adam,binary_crossentropy,200,20
3821,08/08/23-192753,08/08/23-192800,6.311806917190552,100,4.8760175704956055,0.6405959129333496,0.15341901779174805,5.360294818878174,0.6450216174125671,0.06818181276321411,10.0,0.2,24,elu,normal,36,elu,0.0,tanh,Adam,binary_crossentropy,400,20
3822,08/08/23-192800,08/08/23-192807,7.140059471130371,100,4.201272487640381,0.6629422903060913,0.29721036553382874,4.748861312866211,0.649350643157959,0.10227271169424057,10.0,0.2,24,elu,normal,36,elu,0.0,tanh,Nadam,binary_crossentropy,200,20
3823,08/08/23-192808,08/08/23-192814,6.783491849899292,100,4.988229274749756,0.6610800623893738,0.11842246353626251,5.422420024871826,0.6450216174125671,0.04651162028312683,10.0,0.2,24,elu,normal,36,elu,0.0,tanh,Nadam,binary_crossentropy,400,20
3824,08/08/23-192815,08/08/23-192822,6.662229299545288,100,0.5749139785766602,0.7113593816757202,0.4829329550266266,0.5454895496368408,0.7402597665786743,0.4465290307998657,10.0,0.2,24,elu,normal,36,elu,0.2,sigmoid,Adam,binary_crossentropy,200,20
3825,08/08/23-192822,08/08/23-192828,6.243570327758789,100,0.5824460387229919,0.7132216095924377,0.4823777973651886,0.5369410514831543,0.7489177584648132,0.579710066318512,10.0,0.2,24,elu,normal,36,elu,0.2,sigmoid,Adam,binary_crossentropy,400,20
3826,08/08/23-192829,08/08/23-192836,7.1033313274383545,100,0.5532647371292114,0.7225325703620911,0.5103664398193359,0.5594999194145203,0.7532467246055603,0.4507935643196106,10.0,0.2,24,elu,normal,36,elu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
3827,08/08/23-192836,08/08/23-192843,6.787324666976929,100,0.5596680641174316,0.7132216095924377,0.5296052098274231,0.5585813522338867,0.7445887327194214,0.5874125361442566,10.0,0.2,24,elu,normal,36,elu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
3828,08/08/23-192844,08/08/23-192850,6.675370931625366,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,elu,0.2,tanh,Adam,binary_crossentropy,200,20
3829,08/08/23-192851,08/08/23-192857,6.343396186828613,100,5.139170169830322,0.6387336850166321,0.14377287030220032,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,elu,0.2,tanh,Adam,binary_crossentropy,400,20
3830,08/08/23-192858,08/08/23-192905,7.140638828277588,100,4.81353759765625,0.6722532510757446,0.18035584688186646,5.41635274887085,0.6190476417541504,0.03614456579089165,10.0,0.2,24,elu,normal,36,elu,0.2,tanh,Nadam,binary_crossentropy,200,20
3831,08/08/23-192905,08/08/23-192912,6.754356861114502,100,5.0092573165893555,0.6517691016197205,0.13900132477283478,5.5498270988464355,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,elu,0.2,tanh,Nadam,binary_crossentropy,400,20
3832,08/08/23-192912,08/08/23-192919,6.662731170654297,100,0.5767461061477661,0.7076349854469299,0.5063770413398743,0.5694035887718201,0.709956705570221,0.46612900495529175,10.0,0.2,24,elu,normal,36,elu,0.4,sigmoid,Adam,binary_crossentropy,200,20
3833,08/08/23-192920,08/08/23-192926,6.25555419921875,100,0.5833462476730347,0.6983240246772766,0.455811083316803,0.5913820862770081,0.709956705570221,0.5179855823516846,10.0,0.2,24,elu,normal,36,elu,0.4,sigmoid,Adam,binary_crossentropy,400,20
3834,08/08/23-192926,08/08/23-192933,7.049869775772095,100,0.573260486125946,0.6834264397621155,0.45446446537971497,0.5782166719436646,0.7272727489471436,0.43419569730758667,10.0,0.2,24,elu,normal,36,elu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
3835,08/08/23-192934,08/08/23-192941,6.727584362030029,100,0.6535854935646057,0.6480447053909302,0.3901515007019043,0.6104203462600708,0.6969696879386902,0.5205479264259338,10.0,0.2,24,elu,normal,36,elu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
3836,08/08/23-192941,08/08/23-192948,6.701100587844849,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,elu,0.4,tanh,Adam,binary_crossentropy,200,20
3837,08/08/23-192948,08/08/23-192954,6.285823583602905,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,elu,0.4,tanh,Adam,binary_crossentropy,400,20
3838,08/08/23-192955,08/08/23-193002,7.106706619262695,100,5.258537292480469,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,elu,0.4,tanh,Nadam,binary_crossentropy,200,20
3839,08/08/23-193002,08/08/23-193009,6.762112855911255,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,10.0,0.2,24,elu,normal,36,elu,0.4,tanh,Nadam,binary_crossentropy,400,20
3840,08/08/23-193010,08/08/23-193016,6.604464292526245,100,0.5974158048629761,0.685288667678833,0.3873015344142914,0.6029890179634094,0.6883116960525513,0.3015151023864746,10.0,0.25,12,relu,uniform,24,relu,0.0,sigmoid,Adam,binary_crossentropy,200,20
3841,08/08/23-193017,08/08/23-193023,6.292808771133423,100,0.5829916000366211,0.7001861929893494,0.4451514482498169,0.5952779054641724,0.7186146974563599,0.5185184478759766,10.0,0.25,12,relu,uniform,24,relu,0.0,sigmoid,Adam,binary_crossentropy,400,20
3842,08/08/23-193024,08/08/23-193031,7.057805299758911,100,0.5676468014717102,0.7448789477348328,0.553571343421936,0.5760110020637512,0.7186146974563599,0.48910248279571533,10.0,0.25,12,relu,uniform,24,relu,0.0,sigmoid,Nadam,binary_crossentropy,200,20
3843,08/08/23-193031,08/08/23-193038,6.73048734664917,100,0.6262375116348267,0.6741154789924622,0.3895518183708191,0.6170647144317627,0.6839826703071594,0.4251967966556549,10.0,0.25,12,relu,uniform,24,relu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
3844,08/08/23-193038,08/08/23-193045,6.626774072647095,100,4.465931415557861,0.5195530652999878,0.26566460728645325,4.253082752227783,0.5714285969734192,0.1490984410047531,10.0,0.25,12,relu,uniform,24,relu,0.0,tanh,Adam,binary_crossentropy,200,20
3845,08/08/23-193045,08/08/23-193052,6.271857023239136,100,4.1344194412231445,0.6666666865348816,0.08673737943172455,5.626370906829834,0.6277056336402893,0.0,10.0,0.25,12,relu,uniform,24,relu,0.0,tanh,Adam,binary_crossentropy,400,20
3846,08/08/23-193052,08/08/23-193059,7.086352348327637,100,5.260303497314453,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,10.0,0.25,12,relu,uniform,24,relu,0.0,tanh,Nadam,binary_crossentropy,200,20
3847,08/08/23-193100,08/08/23-193106,6.693810224533081,100,0.6447672247886658,0.6890130639076233,0.5136683583259583,0.595903754234314,0.709956705570221,0.5677419304847717,10.0,0.25,12,relu,uniform,24,relu,0.0,tanh,Nadam,binary_crossentropy,400,20
3848,08/08/23-193107,08/08/23-193113,6.65682315826416,100,0.6166199445724487,0.6703910827636719,0.21585749089717865,0.5979217290878296,0.6969696879386902,0.3437499403953552,10.0,0.25,12,relu,uniform,24,relu,0.2,sigmoid,Adam,binary_crossentropy,200,20
3849,08/08/23-193114,08/08/23-193120,6.244306564331055,100,0.6066115498542786,0.6797020435333252,0.2923976182937622,0.6114271283149719,0.6363636255264282,0.08695650845766068,10.0,0.25,12,relu,uniform,24,relu,0.2,sigmoid,Adam,binary_crossentropy,400,20
