,start,end,duration,round_epochs,loss,accuracy,f1score,val_loss,val_accuracy,val_f1score,lr,first_dropout,first_neuron,first_activation,kernel_initializer,second_neuron,second_activation,second_dropout,last_activation,optimizer,losses,batch_size,epochs
584,08/08/23-131342,08/08/23-131348,6.6235833168029785,100,0.5415138006210327,0.7281191945075989,0.5443877577781677,0.5461615920066833,0.7532467246055603,0.46616536378860474,0.5,0.2,24,elu,uniform,24,relu,0.2,sigmoid,Adam,binary_crossentropy,200,20
585,08/08/23-131349,08/08/23-131355,6.236888885498047,100,0.5812495946884155,0.716946005821228,0.5463017225265503,0.582133948802948,0.7229437232017517,0.5428570508956909,0.5,0.2,24,elu,uniform,24,relu,0.2,sigmoid,Adam,binary_crossentropy,400,20
586,08/08/23-131355,08/08/23-131402,7.094410419464111,100,0.5362273454666138,0.7411545515060425,0.555037796497345,0.5330237150192261,0.7489177584648132,0.4668232202529907,0.5,0.2,24,elu,uniform,24,relu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
587,08/08/23-131402,08/08/23-131410,7.286042213439941,100,0.5685097575187683,0.7113593816757202,0.5577657222747803,0.5495943427085876,0.7186146974563599,0.5454544425010681,0.5,0.2,24,elu,uniform,24,relu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
588,08/08/23-131410,08/08/23-131417,6.936500310897827,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,24,relu,0.2,tanh,Adam,binary_crossentropy,200,20
589,08/08/23-131417,08/08/23-131423,6.256748199462891,100,4.152886390686035,0.5959031581878662,0.36442887783050537,3.0777738094329834,0.6709956526756287,0.479451984167099,0.5,0.2,24,elu,uniform,24,relu,0.2,tanh,Adam,binary_crossentropy,400,20
590,08/08/23-131424,08/08/23-131431,7.082502603530884,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,24,relu,0.2,tanh,Nadam,binary_crossentropy,200,20
591,08/08/23-131431,08/08/23-131438,6.665247201919556,100,5.285494327545166,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,24,relu,0.2,tanh,Nadam,binary_crossentropy,400,20
592,08/08/23-131438,08/08/23-131444,6.592581033706665,100,0.5538676977157593,0.7262569665908813,0.5028274059295654,0.547466516494751,0.7489177584648132,0.46103888750076294,0.5,0.2,24,elu,uniform,24,relu,0.4,sigmoid,Adam,binary_crossentropy,200,20
593,08/08/23-131445,08/08/23-131451,6.252857446670532,100,0.5654497742652893,0.7206704020500183,0.49096405506134033,0.578122615814209,0.7272727489471436,0.5655171871185303,0.5,0.2,24,elu,uniform,24,relu,0.4,sigmoid,Adam,binary_crossentropy,400,20
594,08/08/23-131451,08/08/23-131458,7.213546514511108,100,0.5474705696105957,0.7206704020500183,0.5385904908180237,0.5571703910827637,0.7575757503509521,0.4731181859970093,0.5,0.2,24,elu,uniform,24,relu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
595,08/08/23-131458,08/08/23-131505,6.735210657119751,100,0.5727376341819763,0.7113593816757202,0.5204080939292908,0.5422770380973816,0.7402597665786743,0.538461446762085,0.5,0.2,24,elu,uniform,24,relu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
596,08/08/23-131505,08/08/23-131512,6.732958078384399,100,1.643286108970642,0.6108007431030273,0.5068010687828064,0.9203124046325684,0.6926407217979431,0.5546356439590454,0.5,0.2,24,elu,uniform,24,relu,0.4,tanh,Adam,binary_crossentropy,200,20
597,08/08/23-131512,08/08/23-131519,6.377629280090332,100,1.7367647886276245,0.6126629710197449,0.5212869644165039,0.9170203804969788,0.7532467246055603,0.6666666269302368,0.5,0.2,24,elu,uniform,24,relu,0.4,tanh,Adam,binary_crossentropy,400,20
598,08/08/23-131519,08/08/23-131526,7.196202039718628,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,24,relu,0.4,tanh,Nadam,binary_crossentropy,200,20
599,08/08/23-131526,08/08/23-131533,6.786602020263672,100,3.279325008392334,0.6219739317893982,0.4309583902359009,2.955857038497925,0.6623376607894897,0.47999995946884155,0.5,0.2,24,elu,uniform,24,relu,0.4,tanh,Nadam,binary_crossentropy,400,20
600,08/08/23-131533,08/08/23-131540,6.697061538696289,100,0.544187605381012,0.7318435907363892,0.5261372923851013,0.5543096661567688,0.7575757503509521,0.46327680349349976,0.5,0.2,24,elu,uniform,24,elu,0.0,sigmoid,Adam,binary_crossentropy,200,20
601,08/08/23-131540,08/08/23-131547,6.2762370109558105,100,0.597465455532074,0.6983240246772766,0.4057142436504364,0.5725862979888916,0.7229437232017517,0.5151515007019043,0.5,0.2,24,elu,uniform,24,elu,0.0,sigmoid,Adam,binary_crossentropy,400,20
602,08/08/23-131547,08/08/23-131554,7.133874416351318,100,0.5704962015151978,0.7113593816757202,0.494034081697464,0.5680196285247803,0.7186146974563599,0.42878782749176025,0.5,0.2,24,elu,uniform,24,elu,0.0,sigmoid,Nadam,binary_crossentropy,200,20
603,08/08/23-131554,08/08/23-131601,6.710160732269287,100,0.5514275431632996,0.7243947982788086,0.5336496829986572,0.5435464978218079,0.7359307408332825,0.5793102979660034,0.5,0.2,24,elu,uniform,24,elu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
604,08/08/23-131601,08/08/23-131608,6.707669973373413,100,2.4567461013793945,0.5567970275878906,0.4919379651546478,1.5050033330917358,0.7229437232017517,0.6126042008399963,0.5,0.2,24,elu,uniform,24,elu,0.0,tanh,Adam,binary_crossentropy,200,20
605,08/08/23-131608,08/08/23-131614,6.235233545303345,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,24,elu,0.0,tanh,Adam,binary_crossentropy,400,20
606,08/08/23-131614,08/08/23-131621,7.055748462677002,100,5.014620304107666,0.6610800623893738,0.10685929656028748,5.319164752960205,0.6363636255264282,0.05952379107475281,0.5,0.2,24,elu,uniform,24,elu,0.0,tanh,Nadam,binary_crossentropy,200,20
607,08/08/23-131622,08/08/23-131628,6.719189882278442,100,3.6230673789978027,0.6033519506454468,0.3731665313243866,4.531368732452393,0.6623376607894897,0.2499999701976776,0.5,0.2,24,elu,uniform,24,elu,0.0,tanh,Nadam,binary_crossentropy,400,20
608,08/08/23-131629,08/08/23-131635,6.6162638664245605,100,0.5607753992080688,0.7001861929893494,0.43783387541770935,0.5631467700004578,0.7316017150878906,0.4418461322784424,0.5,0.2,24,elu,uniform,24,elu,0.2,sigmoid,Adam,binary_crossentropy,200,20
609,08/08/23-131635,08/08/23-131642,6.198777437210083,100,0.5885032415390015,0.690875232219696,0.49425819516181946,0.5508759617805481,0.7489177584648132,0.5857142210006714,0.5,0.2,24,elu,uniform,24,elu,0.2,sigmoid,Adam,binary_crossentropy,400,20
610,08/08/23-131642,08/08/23-131649,7.072571277618408,100,0.5396818518638611,0.7337057590484619,0.5477158427238464,0.5491369962692261,0.7489177584648132,0.5211678147315979,0.5,0.2,24,elu,uniform,24,elu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
611,08/08/23-131649,08/08/23-131656,6.727321624755859,100,0.5690287351608276,0.7094972133636475,0.4933862090110779,0.5790728330612183,0.7402597665786743,0.5522387623786926,0.5,0.2,24,elu,uniform,24,elu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
612,08/08/23-131656,08/08/23-131703,6.65250039100647,100,5.287787914276123,0.6554934978485107,0.0,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,24,elu,0.2,tanh,Adam,binary_crossentropy,200,20
613,08/08/23-131703,08/08/23-131709,6.327983379364014,100,3.887345314025879,0.5810055732727051,0.38968247175216675,2.9137372970581055,0.6320346593856812,0.5303866863250732,0.5,0.2,24,elu,uniform,24,elu,0.2,tanh,Adam,binary_crossentropy,400,20
614,08/08/23-131710,08/08/23-131717,7.095205307006836,100,3.67500901222229,0.4189944267272949,0.3808496296405792,2.2300801277160645,0.42424243688583374,0.4295658767223358,0.5,0.2,24,elu,uniform,24,elu,0.2,tanh,Nadam,binary_crossentropy,200,20
615,08/08/23-131717,08/08/23-131724,6.731473207473755,100,3.8113718032836914,0.6405959129333496,0.3608253002166748,3.188692331314087,0.6536796689033508,0.4666666090488434,0.5,0.2,24,elu,uniform,24,elu,0.2,tanh,Nadam,binary_crossentropy,400,20
616,08/08/23-131724,08/08/23-131730,6.648967981338501,100,0.5467677116394043,0.7225325703620911,0.47340020537376404,0.5490291118621826,0.7445887327194214,0.4428570866584778,0.5,0.2,24,elu,uniform,24,elu,0.4,sigmoid,Adam,binary_crossentropy,200,20
617,08/08/23-131731,08/08/23-131737,6.272867918014526,100,0.571301281452179,0.7150837779045105,0.49833953380584717,0.5624249577522278,0.7359307408332825,0.5611510276794434,0.5,0.2,24,elu,uniform,24,elu,0.4,sigmoid,Adam,binary_crossentropy,400,20
618,08/08/23-131737,08/08/23-131744,7.079613447189331,100,0.5426700711250305,0.7467411756515503,0.5396015644073486,0.5597478747367859,0.7445887327194214,0.4613755941390991,0.5,0.2,24,elu,uniform,24,elu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
619,08/08/23-131744,08/08/23-131751,6.772331953048706,100,0.5738962292671204,0.7020484209060669,0.4363173842430115,0.5777309536933899,0.7186146974563599,0.5695363879203796,0.5,0.2,24,elu,uniform,24,elu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
620,08/08/23-131751,08/08/23-131758,6.668319225311279,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,24,elu,0.4,tanh,Adam,binary_crossentropy,200,20
621,08/08/23-131758,08/08/23-131805,6.41056227684021,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,24,elu,0.4,tanh,Adam,binary_crossentropy,400,20
622,08/08/23-131805,08/08/23-131812,7.189176797866821,100,4.739367961883545,0.4711359441280365,0.4559369385242462,5.444334030151367,0.43290042877197266,0.3586136996746063,0.5,0.2,24,elu,uniform,24,elu,0.4,tanh,Nadam,binary_crossentropy,200,20
623,08/08/23-131812,08/08/23-131819,6.736887454986572,100,4.782249450683594,0.633147120475769,0.18522803485393524,4.585054874420166,0.6623376607894897,0.2909090518951416,0.5,0.2,24,elu,uniform,24,elu,0.4,tanh,Nadam,binary_crossentropy,400,20
624,08/08/23-131819,08/08/23-131826,6.6373536586761475,100,0.5243182182312012,0.74301677942276,0.5467033386230469,0.5429393649101257,0.7532467246055603,0.4663461148738861,0.5,0.2,24,elu,uniform,36,relu,0.0,sigmoid,Adam,binary_crossentropy,200,20
625,08/08/23-131826,08/08/23-131832,6.242988586425781,100,0.583270788192749,0.7113593816757202,0.49748554825782776,0.5773786306381226,0.7316017150878906,0.5507245659828186,0.5,0.2,24,elu,uniform,36,relu,0.0,sigmoid,Adam,binary_crossentropy,400,20
626,08/08/23-131833,08/08/23-131840,7.068147420883179,100,0.5550689101219177,0.7262569665908813,0.5503605008125305,0.549050509929657,0.7445887327194214,0.4419817328453064,0.5,0.2,24,elu,uniform,36,relu,0.0,sigmoid,Nadam,binary_crossentropy,200,20
627,08/08/23-131840,08/08/23-131847,6.733229875564575,100,0.5720595717430115,0.7001861929893494,0.4828997850418091,0.5411116480827332,0.7489177584648132,0.5735293030738831,0.5,0.2,24,elu,uniform,36,relu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
628,08/08/23-131847,08/08/23-131854,6.665146112442017,100,1.537817358970642,0.5046554803848267,0.5295041799545288,1.06259286403656,0.5151515007019043,0.5345621109008789,0.5,0.2,24,elu,uniform,36,relu,0.0,tanh,Adam,binary_crossentropy,200,20
629,08/08/23-131854,08/08/23-131900,6.246047496795654,100,2.530616283416748,0.5121042728424072,0.5103996396064758,1.848059058189392,0.6320346593856812,0.5771143436431885,0.5,0.2,24,elu,uniform,36,relu,0.0,tanh,Adam,binary_crossentropy,400,20
630,08/08/23-131900,08/08/23-131907,7.1716554164886475,100,4.641063213348389,0.6610800623893738,0.22676222026348114,4.952558994293213,0.6536796689033508,0.19444440305233002,0.5,0.2,24,elu,uniform,36,relu,0.0,tanh,Nadam,binary_crossentropy,200,20
631,08/08/23-131908,08/08/23-131914,6.74866247177124,100,5.071427345275879,0.6536312699317932,0.05378377437591553,5.609072208404541,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,36,relu,0.0,tanh,Nadam,binary_crossentropy,400,20
632,08/08/23-131915,08/08/23-131921,6.648720026016235,100,0.5634075999259949,0.7150837779045105,0.49941596388816833,0.5544068813323975,0.7445887327194214,0.45583420991897583,0.5,0.2,24,elu,uniform,36,relu,0.2,sigmoid,Adam,binary_crossentropy,200,20
633,08/08/23-131921,08/08/23-131928,6.238420009613037,100,0.5450373888015747,0.7355679869651794,0.5481704473495483,0.5421919226646423,0.7532467246055603,0.5777776837348938,0.5,0.2,24,elu,uniform,36,relu,0.2,sigmoid,Adam,binary_crossentropy,400,20
634,08/08/23-131928,08/08/23-131937,8.700260639190674,100,0.5311086177825928,0.74301677942276,0.5815631151199341,0.5488573312759399,0.7445887327194214,0.45583420991897583,0.5,0.2,24,elu,uniform,36,relu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
635,08/08/23-131937,08/08/23-131944,7.021316766738892,100,0.5792912840843201,0.6945996284484863,0.4760586619377136,0.5577404499053955,0.7359307408332825,0.5481480956077576,0.5,0.2,24,elu,uniform,36,relu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
636,08/08/23-131944,08/08/23-131951,6.767184257507324,100,5.227931976318359,0.6610800623893738,0.019086018204689026,5.610891819000244,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,36,relu,0.2,tanh,Adam,binary_crossentropy,200,20
637,08/08/23-131951,08/08/23-131957,6.305696725845337,100,4.489523410797119,0.6722532510757446,0.22746209800243378,5.226461887359619,0.6406926512718201,0.14432987570762634,0.5,0.2,24,elu,uniform,36,relu,0.2,tanh,Adam,binary_crossentropy,400,20
638,08/08/23-131958,08/08/23-132005,7.115909576416016,100,4.507336139678955,0.659217894077301,0.21627873182296753,5.295464038848877,0.649350643157959,0.061728380620479584,0.5,0.2,24,elu,uniform,36,relu,0.2,tanh,Nadam,binary_crossentropy,200,20
639,08/08/23-132005,08/08/23-132012,6.74127721786499,100,4.797192573547363,0.5270018577575684,0.35666659474372864,4.198642730712891,0.5800865888595581,0.48128336668014526,0.5,0.2,24,elu,uniform,36,relu,0.2,tanh,Nadam,binary_crossentropy,400,20
640,08/08/23-132012,08/08/23-132019,6.64381217956543,100,0.543803870677948,0.7188081741333008,0.551249086856842,0.5502452254295349,0.761904776096344,0.5283581614494324,0.5,0.2,24,elu,uniform,36,relu,0.4,sigmoid,Adam,binary_crossentropy,200,20
641,08/08/23-132019,08/08/23-132025,6.265003442764282,100,0.5842419266700745,0.7057728171348572,0.4771057367324829,0.5451011061668396,0.7489177584648132,0.6027397513389587,0.5,0.2,24,elu,uniform,36,relu,0.4,sigmoid,Adam,binary_crossentropy,400,20
642,08/08/23-132025,08/08/23-132032,7.110727310180664,100,0.5461658835411072,0.7132216095924377,0.507975161075592,0.5467650890350342,0.7489177584648132,0.5763888359069824,0.5,0.2,24,elu,uniform,36,relu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
643,08/08/23-132033,08/08/23-132039,6.673238039016724,100,0.5518381595611572,0.7299813628196716,0.516707181930542,0.5517320036888123,0.7316017150878906,0.5441175699234009,0.5,0.2,24,elu,uniform,36,relu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
644,08/08/23-132039,08/08/23-132046,6.692052602767944,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,36,relu,0.4,tanh,Adam,binary_crossentropy,200,20
645,08/08/23-132046,08/08/23-132053,6.2693030834198,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,36,relu,0.4,tanh,Adam,binary_crossentropy,400,20
646,08/08/23-132053,08/08/23-132100,7.066510200500488,100,3.66691517829895,0.6312848925590515,0.3495371341705322,2.980334758758545,0.6969696879386902,0.4636014997959137,0.5,0.2,24,elu,uniform,36,relu,0.4,tanh,Nadam,binary_crossentropy,200,20
647,08/08/23-132100,08/08/23-132107,6.798171281814575,100,2.4358136653900146,0.41527003049850464,0.49297839403152466,1.7721925973892212,0.36796537041664124,0.535031795501709,0.5,0.2,24,elu,uniform,36,relu,0.4,tanh,Nadam,binary_crossentropy,400,20
648,08/08/23-132107,08/08/23-132114,6.588557958602905,100,0.5531883835792542,0.7206704020500183,0.5015589594841003,0.5536378622055054,0.7359307408332825,0.4598162770271301,0.5,0.2,24,elu,uniform,36,elu,0.0,sigmoid,Adam,binary_crossentropy,200,20
649,08/08/23-132114,08/08/23-132120,6.2169740200042725,100,0.5755805373191833,0.6890130639076233,0.4618244469165802,0.5589995384216309,0.7272727489471436,0.5531914234161377,0.5,0.2,24,elu,uniform,36,elu,0.0,sigmoid,Adam,binary_crossentropy,400,20
650,08/08/23-132120,08/08/23-132127,7.051121950149536,100,0.5560228824615479,0.7243947982788086,0.5159693360328674,0.5607288479804993,0.7489177584648132,0.5100774168968201,0.5,0.2,24,elu,uniform,36,elu,0.0,sigmoid,Nadam,binary_crossentropy,200,20
651,08/08/23-132128,08/08/23-132134,6.668972969055176,100,0.5641029477119446,0.690875232219696,0.4391263425350189,0.5349778532981873,0.7532467246055603,0.5899280309677124,0.5,0.2,24,elu,uniform,36,elu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
652,08/08/23-132135,08/08/23-132141,6.659090518951416,100,5.257328033447266,0.659217894077301,0.009259258396923542,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,36,elu,0.0,tanh,Adam,binary_crossentropy,200,20
653,08/08/23-132141,08/08/23-132148,6.381661415100098,100,5.08725118637085,0.6461824774742126,0.062260523438453674,5.611751556396484,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,36,elu,0.0,tanh,Adam,binary_crossentropy,400,20
654,08/08/23-132148,08/08/23-132155,7.09867525100708,100,5.295760154724121,0.6554934978485107,0.0,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,36,elu,0.0,tanh,Nadam,binary_crossentropy,200,20
655,08/08/23-132155,08/08/23-132202,6.7474164962768555,100,1.9073963165283203,0.43761637806892395,0.5078670978546143,1.1239440441131592,0.4675324559211731,0.5559566020965576,0.5,0.2,24,elu,uniform,36,elu,0.0,tanh,Nadam,binary_crossentropy,400,20
656,08/08/23-132202,08/08/23-132209,6.649351596832275,100,0.5545780062675476,0.7094972133636475,0.5057880282402039,0.5502088665962219,0.7532467246055603,0.4633699059486389,0.5,0.2,24,elu,uniform,36,elu,0.2,sigmoid,Adam,binary_crossentropy,200,20
657,08/08/23-132209,08/08/23-132216,6.30858588218689,100,0.5881034135818481,0.7001861929893494,0.49050629138946533,0.5958788990974426,0.6926407217979431,0.46616536378860474,0.5,0.2,24,elu,uniform,36,elu,0.2,sigmoid,Adam,binary_crossentropy,400,20
658,08/08/23-132216,08/08/23-132223,7.121098518371582,100,0.5442307591438293,0.7188081741333008,0.5194122195243835,0.5671815872192383,0.7489177584648132,0.44796374440193176,0.5,0.2,24,elu,uniform,36,elu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
659,08/08/23-132223,08/08/23-132230,6.690043210983276,100,0.5493733882904053,0.7188081741333008,0.4921523928642273,0.5525712966918945,0.7402597665786743,0.5999999046325684,0.5,0.2,24,elu,uniform,36,elu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
660,08/08/23-132230,08/08/23-132237,6.731057405471802,100,3.892796277999878,0.5642458200454712,0.3505851924419403,2.769685745239258,0.6709956526756287,0.5038460493087769,0.5,0.2,24,elu,uniform,36,elu,0.2,tanh,Adam,binary_crossentropy,200,20
661,08/08/23-132237,08/08/23-132243,6.367250442504883,100,1.7429131269454956,0.6108007431030273,0.5042028427124023,0.7708609700202942,0.6883116960525513,0.6399999260902405,0.5,0.2,24,elu,uniform,36,elu,0.2,tanh,Adam,binary_crossentropy,400,20
662,08/08/23-132244,08/08/23-132251,7.12799596786499,100,4.555298328399658,0.6312848925590515,0.31669795513153076,4.339517116546631,0.6709956526756287,0.254785418510437,0.5,0.2,24,elu,uniform,36,elu,0.2,tanh,Nadam,binary_crossentropy,200,20
663,08/08/23-132251,08/08/23-132258,6.673656702041626,100,5.651539325714111,0.4450651705265045,0.4034595191478729,5.521559238433838,0.4978354871273041,0.46296292543411255,0.5,0.2,24,elu,uniform,36,elu,0.2,tanh,Nadam,binary_crossentropy,400,20
664,08/08/23-132258,08/08/23-132304,6.606741666793823,100,0.5343779921531677,0.7318435907363892,0.5700667500495911,0.5301921963691711,0.7532467246055603,0.5300751328468323,0.5,0.2,24,elu,uniform,36,elu,0.4,sigmoid,Adam,binary_crossentropy,200,20
665,08/08/23-132305,08/08/23-132311,6.25332236289978,100,0.568648099899292,0.6964617967605591,0.5047618746757507,0.5644214153289795,0.7445887327194214,0.5755395293235779,0.5,0.2,24,elu,uniform,36,elu,0.4,sigmoid,Adam,binary_crossentropy,400,20
666,08/08/23-132311,08/08/23-132318,7.074557304382324,100,0.5474320650100708,0.7337057590484619,0.5498906970024109,0.5557918548583984,0.7532467246055603,0.4578177332878113,0.5,0.2,24,elu,uniform,36,elu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
667,08/08/23-132318,08/08/23-132325,6.649986267089844,100,0.5518628358840942,0.7150837779045105,0.4386524260044098,0.5462627410888672,0.7489177584648132,0.5857142210006714,0.5,0.2,24,elu,uniform,36,elu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
668,08/08/23-132325,08/08/23-132332,6.640517950057983,100,4.486427307128906,0.6573556661605835,0.26430240273475647,4.483479976654053,0.6450216174125671,0.15999998152256012,0.5,0.2,24,elu,uniform,36,elu,0.4,tanh,Adam,binary_crossentropy,200,20
669,08/08/23-132332,08/08/23-132338,6.269157648086548,100,4.3807373046875,0.6108007431030273,0.28202882409095764,4.846466064453125,0.6406926512718201,0.16161614656448364,0.5,0.2,24,elu,uniform,36,elu,0.4,tanh,Adam,binary_crossentropy,400,20
670,08/08/23-132339,08/08/23-132346,7.156059980392456,100,4.340362071990967,0.6182495355606079,0.248465895652771,3.8263912200927734,0.6839826703071594,0.34518343210220337,0.5,0.2,24,elu,uniform,36,elu,0.4,tanh,Nadam,binary_crossentropy,200,20
671,08/08/23-132346,08/08/23-132353,6.723114252090454,100,5.086536884307861,0.6350092887878418,0.11666496098041534,5.609072208404541,0.6363636255264282,0.0,0.5,0.2,24,elu,uniform,36,elu,0.4,tanh,Nadam,binary_crossentropy,400,20
672,08/08/23-132353,08/08/23-132400,6.6647560596466064,100,0.5678231120109558,0.7262569665908813,0.5307395458221436,0.5486526489257812,0.7316017150878906,0.37021854519844055,0.5,0.2,24,elu,normal,24,relu,0.0,sigmoid,Adam,binary_crossentropy,200,20
673,08/08/23-132400,08/08/23-132406,6.24264121055603,100,0.6175222396850586,0.685288667678833,0.46119609475135803,0.5718182921409607,0.7316017150878906,0.5571428537368774,0.5,0.2,24,elu,normal,24,relu,0.0,sigmoid,Adam,binary_crossentropy,400,20
674,08/08/23-132406,08/08/23-132414,8.190885543823242,100,0.5524998903274536,0.7392923831939697,0.5696337223052979,0.5641952157020569,0.7402597665786743,0.43414628505706787,0.5,0.2,24,elu,normal,24,relu,0.0,sigmoid,Nadam,binary_crossentropy,200,20
675,08/08/23-132415,08/08/23-132421,6.698222875595093,100,0.589085042476654,0.7094972133636475,0.517711877822876,0.5672210454940796,0.7316017150878906,0.5753424167633057,0.5,0.2,24,elu,normal,24,relu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
676,08/08/23-132422,08/08/23-132428,6.689516544342041,100,4.536671161651611,0.6666666865348816,0.21613788604736328,4.529183387756348,0.6536796689033508,0.12087911367416382,0.5,0.2,24,elu,normal,24,relu,0.0,tanh,Adam,binary_crossentropy,200,20
677,08/08/23-132429,08/08/23-132435,6.334815740585327,100,5.256546974182129,0.659217894077301,0.007299269083887339,5.609072208404541,0.6363636255264282,0.0,0.5,0.2,24,elu,normal,24,relu,0.0,tanh,Adam,binary_crossentropy,400,20
678,08/08/23-132435,08/08/23-132442,7.1870033740997314,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,24,elu,normal,24,relu,0.0,tanh,Nadam,binary_crossentropy,200,20
679,08/08/23-132442,08/08/23-132449,6.749544143676758,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,0.5,0.2,24,elu,normal,24,relu,0.0,tanh,Nadam,binary_crossentropy,400,20
680,08/08/23-132449,08/08/23-132456,6.6634438037872314,100,0.5465536713600159,0.7094972133636475,0.5116336941719055,0.555027425289154,0.7402597665786743,0.45918962359428406,0.5,0.2,24,elu,normal,24,relu,0.2,sigmoid,Adam,binary_crossentropy,200,20
681,08/08/23-132456,08/08/23-132503,6.257922649383545,100,0.6572562456130981,0.6741154789924622,0.4575123190879822,0.5683586001396179,0.7056276798248291,0.4687499701976776,0.5,0.2,24,elu,normal,24,relu,0.2,sigmoid,Adam,binary_crossentropy,400,20
682,08/08/23-132503,08/08/23-132510,7.027538776397705,100,0.5559348464012146,0.7318435907363892,0.5254706740379333,0.5531280040740967,0.7532467246055603,0.5213723182678223,0.5,0.2,24,elu,normal,24,relu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
683,08/08/23-132510,08/08/23-132517,6.651208400726318,100,0.6175572872161865,0.6890130639076233,0.467437744140625,0.5659656524658203,0.701298713684082,0.4390243589878082,0.5,0.2,24,elu,normal,24,relu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
684,08/08/23-132517,08/08/23-132524,6.6739113330841064,100,5.185360908508301,0.6480447053909302,0.04178920388221741,5.359991550445557,0.6406926512718201,0.03797467425465584,0.5,0.2,24,elu,normal,24,relu,0.2,tanh,Adam,binary_crossentropy,200,20
685,08/08/23-132524,08/08/23-132530,6.299679756164551,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,0.5,0.2,24,elu,normal,24,relu,0.2,tanh,Adam,binary_crossentropy,400,20
686,08/08/23-132530,08/08/23-132538,7.150095701217651,100,2.4952590465545654,0.6499068737030029,0.4914352595806122,2.510491132736206,0.7056276798248291,0.42105257511138916,0.5,0.2,24,elu,normal,24,relu,0.2,tanh,Nadam,binary_crossentropy,200,20
687,08/08/23-132538,08/08/23-132544,6.694298267364502,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,0.5,0.2,24,elu,normal,24,relu,0.2,tanh,Nadam,binary_crossentropy,400,20
688,08/08/23-132545,08/08/23-132551,6.5948357582092285,100,0.5895167589187622,0.7039105892181396,0.5136095881462097,0.5658406019210815,0.7186146974563599,0.41558438539505005,0.5,0.2,24,elu,normal,24,relu,0.4,sigmoid,Adam,binary_crossentropy,200,20
689,08/08/23-132551,08/08/23-132558,6.232192277908325,100,0.6477832198143005,0.690875232219696,0.4067727327346802,0.5893810391426086,0.701298713684082,0.429751992225647,0.5,0.2,24,elu,normal,24,relu,0.4,sigmoid,Adam,binary_crossentropy,400,20
690,08/08/23-132558,08/08/23-132605,7.079050540924072,100,0.5777715444564819,0.6945996284484863,0.4817775785923004,0.5535775423049927,0.7575757503509521,0.5324674844741821,0.5,0.2,24,elu,normal,24,relu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
